archivo,edad_real,genero_real,edad_faceapi,genero_faceapi,error_faceapi,edad_human,genero_human,error_human,edad_mesh,genero_mesh,error_mesh
"45_0_0_20170119201904027.jpg.chip.jpg","45","male","","","","38.7","male","-6.30","49.37081527709961","male","4.37"
"115_1_0_20170120134725991.jpg.chip.jpg","115","female","","","","69.1","male","-45.90","101.47789764404297","female","-13.52"
"58_0_0_20170111195852891.jpg.chip.jpg","58","male","","","","39.1","male","-18.90","52.08723449707031","male","-5.91"
"60_1_0_20170110152946835.jpg.chip.jpg","60","female","","","","68.9","male","8.90","59.32902145385742","female","-0.67"
"86_1_0_20170120225751953.jpg.chip.jpg","86","female","","","","29.2","male","-56.80","89.09972381591797","female","3.10"
"28_1_1_20170113002039715.jpg.chip.jpg","28","female","","","","28.6","female","0.60","22.136991500854492","female","-5.86"
"40_0_0_20170117134708024.jpg.chip.jpg","40","male","44.925479888916016","male","4.93","43.6","male","3.60","45.44438934326172","male","5.44"
"45_1_1_20170112215205776.jpg.chip.jpg","45","female","","","","29.3","female","-15.70","33.58246612548828","female","-11.42"
"50_0_0_20170104213122948.jpg.chip.jpg","50","male","","","","38.5","male","-11.50","46.52240753173828","male","-3.48"
"5_1_0_20170109192816278.jpg.chip.jpg","5","female","5.62549352645874","female","0.63","8.7","female","3.70","7.063918113708496","female","2.06"
"24_0_2_20170116170804180.jpg.chip.jpg","24","male","26.435495376586914","male","2.44","28.8","female","4.80","27.57895851135254","male","3.58"
"21_1_0_20170111182452742.jpg.chip.jpg","21","female","","","","16.3","female","-4.70","18.9668025970459","female","-2.03"
"60_0_2_20170112222005682.jpg.chip.jpg","60","male","","","","29","","-31.00","59.525367736816406","male","-0.47"
"1_1_4_20161221201446945.jpg.chip.jpg","1","female","","","","","male","","3.6248292922973633","male","2.62"
"50_0_1_20170113184224648.jpg.chip.jpg","50","male","49.120201110839844","male","-0.88","38.7","male","-11.30","43.591732025146484","male","-6.41"
"24_0_0_20170116221910075.jpg.chip.jpg","24","male","","","","39.4","male","15.40","20.074636459350586","male","-3.93"
"16_1_0_20170109201603478.jpg.chip.jpg","16","female","19.845251083374023","female","3.85","22.4","female","6.40","16.835237503051758","female","0.84"
"54_0_0_20170104212617845.jpg.chip.jpg","54","male","64.75557708740234","male","10.76","48.8","male","-5.20","61.46640396118164","male","7.47"
"39_1_0_20170117154214155.jpg.chip.jpg","39","female","","","","29.1","male","-9.90","50.08184814453125","female","11.08"
"1_1_4_20161221193744550.jpg.chip.jpg","1","female","1.2862792015075684","male","0.29","4.2","female","3.20","1.7269036769866943","female","0.73"
"50_0_2_20170112220437210.jpg.chip.jpg","50","male","59.162235260009766","male","9.16","44.4","male","-5.60","51.56395721435547","male","1.56"
"36_0_2_20170104203108125.jpg.chip.jpg","36","male","35.37290954589844","male","-0.63","28.8","male","-7.20","38.449310302734375","male","2.45"
"60_0_0_20170104212556604.jpg.chip.jpg","60","male","","","","69.2","male","9.20","62.295166015625","male","2.30"
"49_0_3_20170104214426925.jpg.chip.jpg","49","male","","","","38.7","male","-10.30","41.046424865722656","male","-7.95"
"20_1_1_20170112231743279.jpg.chip.jpg","20","female","20.39656639099121","female","0.40","28.6","female","8.60","18.453556060791016","female","-1.55"
"32_1_0_20170109141918401.jpg.chip.jpg","32","female","30.843568801879883","female","-1.16","28.8","female","-3.20","38.331398010253906","female","6.33"
"30_1_2_20170116201615061.jpg.chip.jpg","30","female","33.23838806152344","female","3.24","28.8","female","-1.20","32.40660095214844","female","2.41"
"21_1_4_20170103224520560.jpg.chip.jpg","21","female","","","","28.6","female","7.60","23.26235008239746","female","2.26"
"62_0_2_20170104213224957.jpg.chip.jpg","62","male","","","","68.9","male","6.90","67.75871276855469","male","5.76"
"34_1_1_20170116164815094.jpg.chip.jpg","34","female","","","","23.5","female","-10.50","27.478139877319336","female","-6.52"
"18_1_1_20170113005321501.jpg.chip.jpg","18","female","23.92696189880371","female","5.93","29.5","female","11.50","21.47907829284668","female","3.48"
"28_1_3_20170117183503510.jpg.chip.jpg","28","female","","","","28.9","female","0.90","24.913095474243164","female","-3.09"
"26_1_1_20170113001517730.jpg.chip.jpg","26","female","22.168935775756836","female","-3.83","28.7","female","2.70","23.63177490234375","female","-2.37"
"25_0_1_20170113151512351.jpg.chip.jpg","25","male","","","","29.4","male","4.40","28.472625732421875","male","3.47"
"26_1_4_20170117201058830.jpg.chip.jpg","26","female","","","","29.2","","3.20","","",""
"1_1_3_20161220143239294.jpg.chip.jpg","1","female","1.2735750675201416","male","0.27","","male","","1.223942518234253","male","0.22"
"52_0_0_20170104212848023.jpg.chip.jpg","52","male","","","","38.8","male","-13.20","64.46003723144531","male","12.46"
"30_0_0_20170117144600491.jpg.chip.jpg","30","male","34.28968048095703","male","4.29","28.2","male","-1.80","34.560462951660156","male","4.56"
"8_1_0_20170109205015327.jpg.chip.jpg","8","female","9.947016716003418","female","1.95","28.7","female","20.70","8.737009048461914","female","0.74"
"43_0_3_20170119180612748.jpg.chip.jpg","43","male","","","","38.7","male","-4.30","35.86346435546875","male","-7.14"
"26_1_1_20170116231924481.jpg.chip.jpg","26","female","25.9196834564209","female","-0.08","29.5","female","3.50","25.150672912597656","female","-0.85"
"18_0_2_20170110231202841.jpg.chip.jpg","18","male","15.441445350646973","male","-2.56","16.2","male","-1.80","18.704580307006836","male","0.70"
"7_1_3_20161220222902435.jpg.chip.jpg","7","female","9.77619457244873","female","2.78","8.9","female","1.90","10.32477855682373","female","3.32"
"53_0_0_20170111171747425.jpg.chip.jpg","53","male","61.05907440185547","male","8.06","44.4","male","-8.60","59.36022186279297","male","6.36"
"26_1_1_20170116170023605.jpg.chip.jpg","26","female","","","","29","female","3.00","25.188810348510742","female","-0.81"
"26_0_1_20170112210717501.jpg.chip.jpg","26","male","","","","28.6","male","2.60","40.12500762939453","male","14.13"
"34_0_1_20170113182409981.jpg.chip.jpg","34","male","","","","28.7","male","-5.30","31.46900749206543","male","-2.53"
"49_0_3_20170109141453135.jpg.chip.jpg","49","male","","","","29.1","female","-19.90","35.57670593261719","male","-13.42"
"54_0_0_20170113184814520.jpg.chip.jpg","54","male","","","","38.7","male","-15.30","55.381343841552734","male","1.38"
"25_1_1_20170112235100153.jpg.chip.jpg","25","female","21.98941993713379","female","-3.01","22.3","female","-2.70","20.72264289855957","female","-4.28"
"17_0_1_20170113175010309.jpg.chip.jpg","17","male","","","","16.4","male","-0.60","22.3626651763916","male","5.36"
"21_1_3_20170104231630017.jpg.chip.jpg","21","female","","","","28.6","female","7.60","28.751035690307617","female","7.75"
"30_1_0_20170117144452546.jpg.chip.jpg","30","female","","","","38.7","female","8.70","34.932273864746094","female","4.93"
"27_0_0_20170117175400993.jpg.chip.jpg","27","male","","","","28.5","male","1.50","31.730186462402344","male","4.73"
"34_0_0_20170117134906182.jpg.chip.jpg","34","male","","","","28.7","male","-5.30","47.92959213256836","male","13.93"
"21_1_2_20170116165009080.jpg.chip.jpg","21","female","14.186213493347168","female","-6.81","16.2","female","-4.80","15.455818176269531","female","-5.54"
"24_0_0_20170119151341215.jpg.chip.jpg","24","male","","","","28.7","male","4.70","","",""
"16_1_0_20170109214323254.jpg.chip.jpg","16","female","","","","16.1","female","0.10","12.807048797607422","male","-3.19"
"35_1_4_20170117200255252.jpg.chip.jpg","35","female","","","","28.7","female","-6.30","38.8542594909668","female","3.85"
"45_0_3_20170119184144631.jpg.chip.jpg","45","male","","","","29.3","male","-15.70","48.190513610839844","male","3.19"
"85_1_0_20170110155144403.jpg.chip.jpg","85","female","84.54212188720703","female","-0.46","69.1","female","-15.90","76.57299041748047","female","-8.43"
"25_1_2_20170107213811324.jpg.chip.jpg","25","female","","","","9.1","female","-15.90","18.74104118347168","female","-6.26"
"66_0_0_20170109015504776.jpg.chip.jpg","66","male","","","","39.1","male","-26.90","64.38013458251953","male","-1.62"
"32_0_0_20170104200937337.jpg.chip.jpg","32","male","","","","34.5","male","2.50","29.54206657409668","male","-2.46"
"90_1_0_20170110182910242.jpg.chip.jpg","90","female","86.01649475097656","female","-3.98","69.3","female","-20.70","89.27628326416016","female","-0.72"
"45_0_1_20170116010527476.jpg.chip.jpg","45","male","","","","38.8","male","-6.20","50.854034423828125","male","5.85"
"30_0_3_20170119195811116.jpg.chip.jpg","30","male","39.056968688964844","male","9.06","29","male","-1.00","43.19466018676758","male","13.19"
"52_1_0_20170103180938968.jpg.chip.jpg","52","female","","","","29.2","female","-22.80","50.51041793823242","female","-1.49"
"29_1_4_20170103224739152.jpg.chip.jpg","29","female","","","","29","female","0.00","37.829524993896484","female","8.83"
"31_1_4_20170103234105597.jpg.chip.jpg","31","female","","","","29.4","female","-1.60","39.19140625","female","8.19"
"61_0_1_20170113175415829.jpg.chip.jpg","61","male","","","","38.8","male","-22.20","69.81088256835938","male","8.81"
"20_0_0_20170116205352042.jpg.chip.jpg","20","male","","","","28.7","male","8.70","18.932756423950195","male","-1.07"
"26_1_3_20170119192915634.jpg.chip.jpg","26","female","","","","28.8","female","2.80","30.95977210998535","female","4.96"
"26_1_0_20170116170915992.jpg.chip.jpg","26","female","","","","29.4","female","3.40","23.23796272277832","female","-2.76"
"77_1_0_20170110131558278.jpg.chip.jpg","77","female","","","","39.2","female","-37.80","74.94770050048828","female","-2.05"
"25_1_3_20170104222454999.jpg.chip.jpg","25","female","24.0898380279541","female","-0.91","28.6","female","3.60","23.372953414916992","female","-1.63"
"54_0_4_20170117204537409.jpg.chip.jpg","54","male","53.40594482421875","male","-0.59","39.2","male","-14.80","53.086669921875","male","-0.91"
"36_0_0_20170113184119879.jpg.chip.jpg","36","male","40.5796012878418","male","4.58","39.2","male","3.20","39.75559616088867","male","3.76"
"55_1_3_20170119192720664.jpg.chip.jpg","55","female","","","","29.2","male","-25.80","41.15983581542969","female","-13.84"
"50_1_2_20170107212204715.jpg.chip.jpg","50","female","","","","29.3","female","-20.70","48.53519821166992","female","-1.46"
"20_1_2_20170104020725236.jpg.chip.jpg","20","female","17.964269638061523","female","-2.04","28.8","female","8.80","24.042156219482422","female","4.04"
"46_0_3_20170109141827947.jpg.chip.jpg","46","male","","","","28.8","male","-17.20","44.4502067565918","male","-1.55"
"26_0_3_20170119180905795.jpg.chip.jpg","26","male","","","","29.4","male","3.40","26.966035842895508","male","0.97"
"23_0_4_20170102233413972.jpg.chip.jpg","23","male","","","","28.7","male","5.70","15.809904098510742","male","-7.19"
"61_0_2_20170116193742399.jpg.chip.jpg","61","male","","","","38.9","male","-22.10","","",""
"50_0_0_20170117135618315.jpg.chip.jpg","50","male","","","","38.7","male","-11.30","37.87506866455078","male","-12.12"
"27_1_2_20170116172655057.jpg.chip.jpg","27","female","22.510725021362305","female","-4.49","16.3","female","-10.70","22.536970138549805","female","-4.46"
"61_0_3_20170113185453489.jpg.chip.jpg","61","male","","","","29.3","male","-31.70","63.53229522705078","male","2.53"
"2_0_2_20161219161204614.jpg.chip.jpg","2","male","0.9622159004211426","male","-1.04","","female","","1.1030406951904297","male","-0.90"
"1_1_3_20161220220219634.jpg.chip.jpg","1","female","1.0267503261566162","female","0.03","","female","","0.958933413028717","female","-0.04"
"40_1_0_20170117135406232.jpg.chip.jpg","40","female","","","","39.2","female","-0.80","51.2979850769043","female","11.30"
"60_1_0_20170110143449132.jpg.chip.jpg","60","female","46.50310134887695","female","-13.50","36.4","female","-23.60","46.517303466796875","female","-13.48"
"1_1_0_20161219161636014.jpg.chip.jpg","1","female","","","","","female","","1.1498174667358398","female","0.15"
"26_1_1_20170113011845176.jpg.chip.jpg","26","female","","","","28.7","female","2.70","25.195964813232422","female","-0.80"
"31_0_1_20170116004652226.jpg.chip.jpg","31","male","","","","28.7","male","-2.30","23.86072540283203","male","-7.14"
"28_1_1_20170112222156481.jpg.chip.jpg","28","female","","","","29.4","male","1.40","27.0109920501709","female","-0.99"
"26_0_4_20170117153243021.jpg.chip.jpg","26","male","","","","28.6","male","2.60","25.85110855102539","male","-0.15"
"55_1_0_20170117155022829.jpg.chip.jpg","55","female","","","","29.2","male","-25.80","52.565670013427734","male","-2.43"
"26_0_4_20170117200225399.jpg.chip.jpg","26","male","","","","29.2","male","3.20","37.201568603515625","male","11.20"
"41_0_1_20170113134000456.jpg.chip.jpg","41","male","","","","23.7","male","-17.30","30.477340698242188","male","-10.52"
"40_1_0_20170117174656768.jpg.chip.jpg","40","female","","","","36.4","female","-3.60","38.45405578613281","female","-1.55"
"47_0_2_20170116184935713.jpg.chip.jpg","47","male","39.14130401611328","male","-7.86","29.1","male","-17.90","40.380027770996094","male","-6.62"
"40_0_0_20170120221014042.jpg.chip.jpg","40","male","","","","33.6","male","-6.40","29.127880096435547","male","-10.87"
"30_1_2_20170116192047079.jpg.chip.jpg","30","female","","","","29.2","female","-0.80","26.372604370117188","female","-3.63"
"76_1_0_20170120225951434.jpg.chip.jpg","76","female","","","","69.3","male","-6.70","84.80908966064453","female","8.81"
"34_0_0_20170119180649883.jpg.chip.jpg","34","male","","","","29.3","male","-4.70","37.81185531616211","male","3.81"
"73_1_0_20170110160644079.jpg.chip.jpg","73","female","73.96287536621094","female","0.96","52.6","female","-20.40","69.40364074707031","female","-3.60"
"26_1_2_20170116184301043.jpg.chip.jpg","26","female","","","","16.2","female","-9.80","22.755401611328125","female","-3.24"
"29_0_3_20170117180744344.jpg.chip.jpg","29","male","29.661436080932617","male","0.66","28.6","male","-0.40","30.16706657409668","male","1.17"
"23_1_3_20170119164422814.jpg.chip.jpg","23","female","","","","28.5","female","5.50","26.192888259887695","female","3.19"
"65_0_2_20170112205356788.jpg.chip.jpg","65","male","","","","29.2","male","-35.80","62.412940979003906","male","-2.59"
"1_0_0_20161219190824794.jpg.chip.jpg","1","male","4.274618148803711","male","3.27","","female","","1.1582846641540527","male","0.16"
"50_1_0_20170104205235021.jpg.chip.jpg","50","female","","","","68.8","female","18.80","56.268287658691406","female","6.27"
"30_1_1_20170112234436144.jpg.chip.jpg","30","female","","","","28.6","female","-1.40","20.47641372680664","female","-9.52"
"1_0_2_20161219161826830.jpg.chip.jpg","1","male","","","","","female","","1.1854004859924316","female","0.19"
"12_1_1_20170109214642524.jpg.chip.jpg","12","female","16.833730697631836","female","4.83","28.7","female","16.70","15.281339645385742","female","3.28"
"26_1_1_20170112235923687.jpg.chip.jpg","26","female","","","","28.8","female","2.80","28.202974319458008","female","2.20"
"78_0_1_20170113175613132.jpg.chip.jpg","78","male","","","","38.8","male","-39.20","59.870849609375","male","-18.13"
"57_1_0_20170110120843929.jpg.chip.jpg","57","female","","","","38.9","female","-18.10","66.18083953857422","female","9.18"
"1_1_0_20170109190532650.jpg.chip.jpg","1","female","1.3594095706939697","female","0.36","","female","","1.4398788213729858","female","0.44"
"32_1_2_20170116191622164.jpg.chip.jpg","32","female","29.85262680053711","female","-2.15","29.5","female","-2.50","32.982643127441406","female","0.98"
"28_0_0_20170116223051730.jpg.chip.jpg","28","male","","","","28.9","male","0.90","32.04008865356445","male","4.04"
"14_1_0_20170104005333646.jpg.chip.jpg","14","female","10.633156776428223","female","-3.37","28.5","female","14.50","12.405549049377441","female","-1.59"
"29_1_1_20170113012615177.jpg.chip.jpg","29","female","25.798791885375977","female","-3.20","29.4","female","0.40","27.754331588745117","female","-1.25"
"29_1_1_20170114030852380.jpg.chip.jpg","29","female","26.035625457763672","female","-2.96","29.4","female","0.40","26.42545509338379","female","-2.57"
"62_0_0_20170120223830886.jpg.chip.jpg","62","male","","","","29.3","male","-32.70","62.72156524658203","male","0.72"
"63_1_0_20170110153346047.jpg.chip.jpg","63","female","59.3670768737793","female","-3.63","49.3","female","-13.70","59.3316764831543","female","-3.67"
"26_0_0_20170116212048433.jpg.chip.jpg","26","male","24.382471084594727","male","-1.62","28.7","male","2.70","25.637516021728516","male","-0.36"
"32_0_1_20170113152213617.jpg.chip.jpg","32","male","23.79078483581543","male","-8.21","23.5","male","-8.50","28.886911392211914","male","-3.11"
"54_0_3_20170119201327821.jpg.chip.jpg","54","male","","","","28.9","male","-25.10","55.88098907470703","male","1.88"
"26_1_1_20170113011638655.jpg.chip.jpg","26","female","","","","29.3","male","3.30","21.863706588745117","female","-4.14"
"58_0_3_20170119211546505.jpg.chip.jpg","58","male","66.0802001953125","male","8.08","29.3","male","-28.70","67.94474792480469","male","9.94"
"35_0_3_20170104201604930.jpg.chip.jpg","35","male","32.6022834777832","male","-2.40","28.5","male","-6.50","32.43739318847656","male","-2.56"
"67_0_0_20170120230050170.jpg.chip.jpg","67","male","","","","38.8","male","-28.20","60.77653884887695","male","-6.22"
"35_0_1_20170117143130961.jpg.chip.jpg","35","male","33.165714263916016","male","-1.83","28.6","male","-6.40","32.468345642089844","male","-2.53"
"30_0_0_20170107212036868.jpg.chip.jpg","30","male","","","","28.7","male","-1.30","32.53997802734375","male","2.54"
"31_1_1_20170113012712161.jpg.chip.jpg","31","female","27.070682525634766","male","-3.93","29.3","female","-1.70","22.106197357177734","female","-8.89"
"22_0_3_20170119202650701.jpg.chip.jpg","22","male","","","","28.7","male","6.70","25.78021240234375","male","3.78"
"18_1_4_20170103201320721.jpg.chip.jpg","18","female","15.388075828552246","female","-2.61","28.6","female","10.60","15.813179969787598","female","-2.19"
"1_0_2_20161219160747326.jpg.chip.jpg","1","male","","","","","female","","1.1077375411987305","male","0.11"
"26_0_1_20170116201929711.jpg.chip.jpg","26","male","","","","28.6","male","2.60","15.965811729431152","male","-10.03"
"26_0_1_20170116235506865.jpg.chip.jpg","26","male","","","","39.4","male","13.40","41.597774505615234","male","15.60"
"13_1_3_20170109213029072.jpg.chip.jpg","13","female","10.51506519317627","female","-2.48","15.7","female","2.70","13.119402885437012","female","0.12"
"31_1_1_20170117105607322.jpg.chip.jpg","31","female","","","","28.6","female","-2.40","28.663585662841797","female","-2.34"
"26_1_1_20170116234835737.jpg.chip.jpg","26","female","","","","28.7","male","2.70","23.555273056030273","female","-2.44"
"1_1_0_20170109192442932.jpg.chip.jpg","1","female","1.3185468912124634","female","0.32","","female","","1.1440346240997314","female","0.14"
"29_1_0_20170104022059373.jpg.chip.jpg","29","female","","","","28.6","female","-0.40","26.566545486450195","female","-2.43"
"29_0_0_20170116214300022.jpg.chip.jpg","29","male","","","","28.7","male","-0.30","34.06886291503906","male","5.07"
"26_1_4_20170117201736159.jpg.chip.jpg","26","female","","","","28.7","female","2.70","34.50593948364258","female","8.51"
"23_1_2_20170116172854458.jpg.chip.jpg","23","female","","","","20.7","female","-2.30","19.229581832885742","female","-3.77"
"26_1_3_20170119155612442.jpg.chip.jpg","26","female","","","","28.7","female","2.70","36.370906829833984","female","10.37"
"75_0_0_20170117173011522.jpg.chip.jpg","75","male","","","","49.3","male","-25.70","58.49413299560547","male","-16.51"
"60_1_0_20170110122932443.jpg.chip.jpg","60","female","39.68950653076172","female","-20.31","38.7","female","-21.30","45.89925003051758","female","-14.10"
"26_1_0_20170116193157590.jpg.chip.jpg","26","female","","","","28.6","female","2.60","22.7174129486084","female","-3.28"
"12_1_0_20170109203628860.jpg.chip.jpg","12","female","5.180247783660889","female","-6.82","23.4","female","11.40","5.137844562530518","female","-6.86"
"2_0_4_20161221201843169.jpg.chip.jpg","2","male","","","","","male","","2.456305742263794","male","0.46"
"25_1_3_20170109213212198.jpg.chip.jpg","25","female","17.266712188720703","female","-7.73","28.7","female","3.70","21.014450073242188","female","-3.99"
"30_0_0_20170105164847516.jpg.chip.jpg","30","male","","","","29.3","male","-0.70","29.310741424560547","male","-0.69"
"40_1_2_20170116180536184.jpg.chip.jpg","40","female","","","","29.1","","-10.90","29.923152923583984","female","-10.08"
"26_0_2_20170116180859386.jpg.chip.jpg","26","male","24.068206787109375","male","-1.93","28.7","male","2.70","25.092491149902344","male","-0.91"
"31_0_1_20170113173411619.jpg.chip.jpg","31","male","","","","28.8","male","-2.20","27.657665252685547","male","-3.34"
"32_0_1_20170113183741368.jpg.chip.jpg","32","male","","","","29.3","male","-2.70","37.682640075683594","male","5.68"
"40_1_0_20170104183630718.jpg.chip.jpg","40","female","","","","38.9","female","-1.10","58.12271499633789","female","18.12"
"76_0_1_20170116205605555.jpg.chip.jpg","76","male","62.62395095825195","male","-13.38","29.2","male","-46.80","","",""
"26_0_0_20170117195919229.jpg.chip.jpg","26","male","","","","29.3","male","3.30","29.685632705688477","male","3.69"
"65_0_3_20170119201141428.jpg.chip.jpg","65","male","","","","68.8","male","3.80","66.8699951171875","male","1.87"
"39_0_0_20170109133418712.jpg.chip.jpg","39","male","","","","29.3","male","-9.70","41.11134338378906","male","2.11"
"27_1_0_20170117164325646.jpg.chip.jpg","27","female","","","","23.5","female","-3.50","21.758747100830078","male","-5.24"
"31_0_1_20170117181933252.jpg.chip.jpg","31","male","34.480350494384766","male","3.48","28.6","male","-2.40","31.670265197753906","male","0.67"
"35_0_0_20170105164824674.jpg.chip.jpg","35","male","36.7794189453125","male","1.78","28.6","male","-6.40","34.62745666503906","male","-0.37"
"30_0_0_20170116222414030.jpg.chip.jpg","30","male","","","","29","","-1.00","37.6059455871582","female","7.61"
"29_0_1_20170117022120994.jpg.chip.jpg","29","male","","","","28.6","male","-0.40","34.44843673706055","male","5.45"
"64_0_0_20170111204901624.jpg.chip.jpg","64","male","","","","39.3","male","-24.70","60.48580551147461","male","-3.51"
"18_0_1_20170113175821404.jpg.chip.jpg","18","male","","","","29.2","male","11.20","","",""
"1_1_3_20161220220157201.jpg.chip.jpg","1","female","0.9830886125564575","female","-0.02","","female","","1.170323371887207","female","0.17"
"43_0_0_20170119163815846.jpg.chip.jpg","43","male","","","","39.3","male","-3.70","45.50893783569336","male","2.51"
"26_1_2_20170116180828579.jpg.chip.jpg","26","female","","","","28.8","female","2.80","","",""
"24_0_0_20170117150007795.jpg.chip.jpg","24","male","","","","28.7","male","4.70","22.618227005004883","male","-1.38"
"49_1_0_20170104184759926.jpg.chip.jpg","49","female","","","","29.2","male","-19.80","45.569183349609375","female","-3.43"
"25_0_0_20170117142048826.jpg.chip.jpg","25","male","","","","28.4","male","3.40","27.661296844482422","male","2.66"
"50_0_0_20170117154624362.jpg.chip.jpg","50","male","53.994781494140625","male","3.99","69.1","male","19.10","51.8952522277832","male","1.90"
"48_0_0_20170104184737717.jpg.chip.jpg","48","male","58.82720184326172","male","10.83","69.1","male","21.10","55.73760223388672","male","7.74"
"26_1_1_20170117200205236.jpg.chip.jpg","26","female","","","","29.2","female","3.20","25.9049015045166","female","-0.10"
"61_0_0_20170104210224700.jpg.chip.jpg","61","male","","","","29.1","","-31.90","63.899436950683594","male","2.90"
"67_0_3_20170105175613302.jpg.chip.jpg","67","male","57.38529586791992","male","-9.61","34.4","male","-32.60","64.01714324951172","male","-2.98"
"36_0_0_20170117183142678.jpg.chip.jpg","36","male","29.498140335083008","male","-6.50","28.7","male","-7.30","28.026412963867188","male","-7.97"
"26_0_1_20170116030131527.jpg.chip.jpg","26","male","31.13995361328125","male","5.14","29.5","male","3.50","32.326595306396484","male","6.33"
"26_1_2_20170116175932810.jpg.chip.jpg","26","female","","","","28.9","female","2.90","","",""
"26_0_1_20170113135556026.jpg.chip.jpg","26","male","","","","28.7","male","2.70","33.52827072143555","male","7.53"
"26_1_1_20170116162426080.jpg.chip.jpg","26","female","","","","28.8","female","2.80","22.21493911743164","female","-3.79"
"24_0_0_20170117170357643.jpg.chip.jpg","24","male","21.92880630493164","male","-2.07","28.7","male","4.70","22.714025497436523","male","-1.29"
"48_0_0_20170117160523895.jpg.chip.jpg","48","male","52.86238098144531","male","4.86","29.2","male","-18.80","50.880271911621094","male","2.88"
"32_1_1_20170116003223296.jpg.chip.jpg","32","female","","","","33.7","male","1.70","26.467069625854492","female","-5.53"
"26_0_3_20170119180541276.jpg.chip.jpg","26","male","","","","38.8","male","12.80","42.366607666015625","male","16.37"
"23_0_4_20170117194033772.jpg.chip.jpg","23","male","24.6492919921875","male","1.65","20.2","male","-2.80","26.715274810791016","male","3.72"
"52_0_0_20170117190849099.jpg.chip.jpg","52","male","31.789094924926758","male","-20.21","39.3","male","-12.70","40.876136779785156","male","-11.12"
"26_1_0_20170116234649104.jpg.chip.jpg","26","female","","","","29.4","male","3.40","32.21699142456055","female","6.22"
"31_1_1_20170116222335750.jpg.chip.jpg","31","female","27.709341049194336","female","-3.29","29.5","female","-1.50","25.477319717407227","female","-5.52"
"28_1_2_20170116161754709.jpg.chip.jpg","28","female","","","","29.3","female","1.30","26.93838119506836","female","-1.06"
"24_0_3_20170117150025331.jpg.chip.jpg","24","male","","","","28.5","male","4.50","26.395442962646484","male","2.40"
