### SECCION: emociones
timestamp_iso,hora_local,emocion_dominante,confianza,neutral,happy,sad,angry,fearful,disgusted,surprised,edad,genero,genero_prob,valencia,arousal,roll_deg,yaw_deg,pitch_deg,pos_x,pos_y,tamano,voz_pitch_hz,voz_energia,voz_arousal,rol_activo,satisfaccion,cuadrante,afecto_98,afecto_38,positividad,atencion,n_rostros,detection_rate,expression_entropy,flip_rate,faceapi_neutral,faceapi_happy,faceapi_sad,faceapi_angry,faceapi_fearful,faceapi_disgusted,faceapi_surprised,usa_fusion_i2,fusion_neutral,fusion_happy,fusion_sad,fusion_angry,fusion_fearful,fusion_disgusted,fusion_surprised,usa_mlp_i2,mlp_neutral,mlp_happy,mlp_sad,mlp_angry,mlp_fearful,mlp_disgusted,mlp_surprised,mlp_raw_neutral,mlp_raw_happy,mlp_raw_sad,mlp_raw_angry,mlp_raw_fearful,mlp_raw_disgusted,mlp_raw_surprised
"2026-07-21T19:06:07.349Z","21/7/2026, 1:06:07 p.m.","Neutral","0.5987","0.5987","0.0466","0.1331","0.0310","0.0185","0.1381","0.0340","27","Hombre","0.9165","-0.1583","0.0119","-19.3","0.5","9.0","0.5029","0.6002","0.3013","","0.0448","0.3494","Cliente","-0.1898","Activación negativa · tensión/enojo","Indiferente","Neutral","0.4209","0.7574","1","1.0000","1.8585","0.00","0.9809","0.0014","0.0044","0.0056","0.0000","0.0035","0.0042","0","0.7626","0.0001","0.0706","0.0860","0.0000","0.0203","0.0603","1","0.5987","0.0466","0.1331","0.0310","0.0185","0.1381","0.0340","0.4021","0.0358","0.4119","0.0221","0.0149","0.0905","0.0228"
"2026-07-21T19:06:08.510Z","21/7/2026, 1:06:08 p.m.","Neutral","0.5965","0.5965","0.0433","0.1406","0.0381","0.0175","0.1205","0.0433","22","Hombre","0.9496","-0.1565","0.0129","-9.8","1.0","1.2","0.5067","0.5455","0.3149","","","","Cliente","-0.1839","Activación negativa · tensión/enojo","Indiferente","Neutral","0.4217","0.8071","1","1.0000","1.8849","0.00","0.7027","0.0033","0.1537","0.1200","0.0011","0.0145","0.0046","0","0.7027","0.0000","0.0042","0.1820","0.0125","0.0346","0.0639","1","0.5965","0.0433","0.1406","0.0381","0.0175","0.1205","0.0433","0.3487","0.0231","0.5051","0.0324","0.0091","0.0457","0.0358"
"2026-07-21T19:06:09.638Z","21/7/2026, 1:06:09 p.m.","Neutral","0.5814","0.5814","0.0340","0.1361","0.0649","0.0150","0.1101","0.0586","24","Hombre","0.9531","-0.1645","0.0359","-3.2","-4.1","6.7","0.5552","0.4402","0.3449","","0.0522","0.2461","Cliente","-0.1808","Activación negativa · tensión/enojo","Neutral","Neutral","0.4178","0.7767","1","1.0000","1.9495","0.00","0.9697","0.0005","0.0039","0.0230","0.0000","0.0001","0.0028","0","0.7382","0.0000","0.0789","0.1378","0.0000","0.0359","0.0091","1","0.5814","0.0340","0.1361","0.0649","0.0150","0.1101","0.0586","0.3743","0.0214","0.4330","0.0469","0.0074","0.0762","0.0409"
"2026-07-21T19:06:10.734Z","21/7/2026, 1:06:10 p.m.","Neutral","0.5726","0.5726","0.0373","0.1453","0.0494","0.0125","0.1350","0.0479","21","Hombre","0.8100","-0.1756","0.0219","-2.8","-2.6","6.5","0.5595","0.3583","0.3614","103","0.2442","0.7190","Cliente","-0.1902","Activación negativa · tensión/enojo","Indiferente","Neutral","0.4122","0.5648","1","1.0000","1.9351","0.00","","","","","","","","0","0.6482","0.0000","0.0000","0.1210","0.0668","0.0144","0.1496","1","0.5726","0.0373","0.1453","0.0494","0.0125","0.1350","0.0479","0.3170","0.0199","0.4874","0.0124","0.0053","0.1487","0.0093"
"2026-07-21T19:06:11.779Z","21/7/2026, 1:06:11 p.m.","Neutral","0.5429","0.5429","0.0483","0.1105","0.0507","0.0157","0.1213","0.1106","25","Hombre","0.8850","-0.1182","0.0875","-11.6","27.2","-2.2","0.5299","0.3541","0.3298","120","0.4795","0.7429","Cliente","-0.1785","Activación negativa · tensión/enojo","Neutral","Neutral","0.4409","0.6336","1","1.0000","2.0734","0.00","","","","","","","","0","0.5297","0.0003","0.0000","0.0828","0.0953","0.0046","0.2874","1","0.5429","0.0483","0.1105","0.0507","0.0157","0.1213","0.1106","0.4527","0.0689","0.2506","0.0087","0.0132","0.1381","0.0678"
"2026-07-21T19:06:12.789Z","21/7/2026, 1:06:12 p.m.","Neutral","0.3429","0.3429","0.0321","0.0749","0.1479","0.0206","0.2328","0.1488","23","Hombre","0.5693","-0.2229","0.2459","-26.2","35.6","-35.9","0.4513","0.3763","0.2487","134","0.2759","0.6890","Cliente","-0.2034","Activación negativa · tensión/enojo","Confundido","Neutral","0.3886","0.5801","1","0.9286","2.3907","0.00","0.9443","0.0123","0.0036","0.0371","0.0006","0.0001","0.0019","0","0.0000","0.0003","0.1448","0.0581","0.2154","0.1223","0.4589","1","0.3429","0.0321","0.0749","0.1479","0.0206","0.2328","0.1488","0.0008","0.0032","0.0029","0.4569","0.0412","0.1760","0.3190"
"2026-07-21T19:06:13.829Z","21/7/2026, 1:06:13 p.m.","Neutral","0.2875","0.2875","0.0718","0.0723","0.1046","0.0365","0.3229","0.1043","21","Hombre","0.8272","-0.2403","0.2506","-20.9","58.5","-23.8","0.4276","0.4252","0.3098","145","0.1783","0.7101","Cliente","-0.2117","Activación negativa · tensión/enojo","Confundido","Disgustado","0.3798","0.5041","1","0.9333","2.3164","0.00","","","","","","","","0","0.0000","0.2350","0.0070","0.3083","0.1344","0.0705","0.2448","1","0.2875","0.0718","0.0723","0.1046","0.0365","0.3229","0.1043","0.1758","0.1543","0.3156","0.0117","0.0710","0.2407","0.0309"
"2026-07-21T19:06:15.105Z","21/7/2026, 1:06:15 p.m.","Neutral","0.3855","0.3855","0.0602","0.0670","0.0480","0.0204","0.3682","0.0507","27","Hombre","0.8709","-0.2455","0.1606","-19.2","47.5","-25.5","0.4527","0.4390","0.2898","","0.3803","0.7000","Cliente","-0.2490","Activación negativa · tensión/enojo","Confundido","Neutral","0.3773","0.4887","1","0.8667","1.9957","0.00","","","","","","","","0","0.0000","0.0030","0.0000","0.6771","0.0793","0.1035","0.1372","1","0.3855","0.0602","0.0670","0.0480","0.0204","0.3682","0.0507","0.4134","0.0382","0.1837","0.0036","0.0049","0.3511","0.0051"
"2026-07-21T19:06:16.209Z","21/7/2026, 1:06:16 p.m.","Neutral","0.4209","0.4209","0.0511","0.0913","0.0430","0.0190","0.2778","0.0968","21","Hombre","0.8148","-0.1979","0.1434","-4.0","-2.8","1.9","0.5662","0.4086","0.3233","","0.1943","0.7000","Cliente","-0.2656","Activación negativa · tensión/enojo","Neutral","Neutral","0.4011","0.7928","1","0.8667","2.0827","0.00","0.9750","0.0041","0.0001","0.0180","0.0001","0.0002","0.0026","0","0.5572","0.0001","0.0000","0.1887","0.0790","0.0260","0.1489","1","0.4209","0.0511","0.0913","0.0430","0.0190","0.2778","0.0968","0.3214","0.0349","0.4607","0.0352","0.0131","0.0571","0.0777"
"2026-07-21T19:06:17.344Z","21/7/2026, 1:06:17 p.m.","Neutral","0.4441","0.4441","0.0617","0.1465","0.0412","0.0168","0.2119","0.0779","25","Hombre","0.7243","-0.1918","0.0882","-4.6","-7.0","10.0","0.5771","0.4323","0.3412","277","0.0791","0.7305","Cliente","-0.2578","Activación negativa · tensión/enojo","Neutral","Neutral","0.4041","0.6650","1","0.8667","2.1014","0.00","0.4206","0.0147","0.5290","0.0046","0.0001","0.0006","0.0304","0","0.5413","0.0002","0.0000","0.2525","0.0613","0.0333","0.1114","1","0.4441","0.0617","0.1465","0.0412","0.0168","0.2119","0.0779","0.3092","0.0448","0.5045","0.0115","0.0074","0.0966","0.0260"
"2026-07-21T19:06:18.460Z","21/7/2026, 1:06:18 p.m.","Neutral","0.5874","0.5874","0.0759","0.1282","0.0188","0.0119","0.1369","0.0409","25","Hombre","0.8154","-0.1173","0.0203","-5.8","-7.9","7.6","0.5447","0.3993","0.3319","63","0.2350","0.7000","Cliente","-0.2231","Activación negativa · tensión/enojo","Neutral","Neutral","0.4413","0.6743","1","0.9333","1.7894","0.00","0.9530","0.0027","0.0295","0.0143","0.0000","0.0001","0.0005","0","0.4122","0.0010","0.0000","0.4057","0.0564","0.0434","0.0813","1","0.5874","0.0759","0.1282","0.0188","0.0119","0.1369","0.0409","0.4097","0.0422","0.4826","0.0024","0.0063","0.0452","0.0115"
"2026-07-21T19:06:19.534Z","21/7/2026, 1:06:19 p.m.","Neutral","0.5879","0.5879","0.0762","0.1425","0.0154","0.0170","0.1252","0.0358","26","Hombre","0.8269","-0.1227","0.0092","-15.3","-0.3","1.7","0.4966","0.3893","0.2831","","","","Cliente","-0.1931","Activación negativa · tensión/enojo","Neutral","Neutral","0.4387","0.6712","1","1.0000","1.8739","0.00","0.9863","0.0024","0.0018","0.0078","0.0000","0.0008","0.0009","0","0.6151","0.0000","0.0328","0.0208","0.0431","0.0031","0.2851","1","0.5879","0.0762","0.1425","0.0154","0.0170","0.1252","0.0358","0.4418","0.0511","0.3811","0.0137","0.0142","0.0664","0.0316"
"2026-07-21T19:06:20.677Z","21/7/2026, 1:06:20 p.m.","Neutral","0.5762","0.5762","0.0896","0.1338","0.0134","0.0173","0.1367","0.0330","20","Hombre","0.8611","-0.1125","0.0210","-13.0","14.3","-1.4","0.4972","0.5070","0.2476","","0.2576","0.7000","Cliente","-0.1764","Activación negativa · tensión/enojo","Neutral","Neutral","0.4437","0.6073","1","0.9286","1.8979","0.00","0.6653","0.0057","0.0025","0.3073","0.0007","0.0078","0.0107","0","0.6109","0.0020","0.0000","0.1609","0.0529","0.0092","0.1642","1","0.5762","0.0896","0.1338","0.0134","0.0173","0.1367","0.0330","0.3656","0.0744","0.4399","0.0041","0.0083","0.0901","0.0177"
"2026-07-21T19:06:21.911Z","21/7/2026, 1:06:21 p.m.","Neutral","0.5585","0.5585","0.0690","0.1422","0.0292","0.0225","0.1054","0.0731","27","Hombre","0.7582","-0.1166","0.0430","-9.2","-4.2","18.7","0.5490","0.5169","0.2688","","0.1652","0.7000","Cliente","-0.1622","Activación negativa · tensión/enojo","Neutral","Neutral","0.4417","0.6538","1","0.9286","2.0259","0.00","0.9912","0.0031","0.0035","0.0004","0.0000","0.0013","0.0005","0","0.4661","0.0001","0.0000","0.2060","0.1001","0.0294","0.1983","1","0.5585","0.0690","0.1422","0.0292","0.0225","0.1054","0.0731","0.2608","0.0215","0.5388","0.0288","0.0221","0.0396","0.0884"
"2026-07-21T19:06:23.161Z","21/7/2026, 1:06:23 p.m.","Neutral","0.5742","0.5742","0.0667","0.1559","0.0221","0.0244","0.1031","0.0536","18","Hombre","0.7773","-0.1294","0.0170","-13.4","1.4","7.8","0.4906","0.5314","0.2484","62","0.1600","0.6696","Cliente","-0.1612","Activación negativa · tensión/enojo","Neutral","Neutral","0.4353","0.7197","1","0.9231","1.9545","0.00","0.9913","0.0026","0.0010","0.0033","0.0000","0.0016","0.0002","0","0.6761","0.0000","0.0000","0.1513","0.0448","0.0196","0.1082","1","0.5742","0.0667","0.1559","0.0221","0.0244","0.1031","0.0536","0.4312","0.0368","0.4189","0.0125","0.0153","0.0566","0.0287"
"2026-07-21T19:06:24.322Z","21/7/2026, 1:06:24 p.m.","Neutral","0.5218","0.5218","0.0538","0.1536","0.0347","0.0184","0.1879","0.0298","20","Hombre","0.7553","-0.2001","0.0295","-16.7","4.0","5.6","0.4634","0.5415","0.2424","179","0.2579","0.8162","Cliente","-0.1854","Activación negativa · tensión/enojo","Indiferente","Neutral","0.4000","0.6812","1","0.9231","2.0102","0.00","0.9827","0.0052","0.0070","0.0025","0.0000","0.0020","0.0006","0","0.5553","0.0001","0.0000","0.2395","0.0674","0.0337","0.1040","1","0.5218","0.0538","0.1536","0.0347","0.0184","0.1879","0.0298","0.2908","0.0228","0.4818","0.0331","0.0078","0.1578","0.0060"
"2026-07-21T19:06:25.470Z","21/7/2026, 1:06:25 p.m.","Neutral","0.5410","0.5410","0.0542","0.1535","0.0270","0.0180","0.1831","0.0232","18","Hombre","0.9106","-0.1940","0.0161","-16.2","2.1","6.2","0.4727","0.5487","0.2362","190","0.1291","0.7730","Cliente","-0.2093","Activación negativa · tensión/enojo","Indiferente","Neutral","0.4030","0.7081","1","1.0000","1.9420","0.00","0.9838","0.0039","0.0042","0.0035","0.0000","0.0026","0.0020","0","0.6163","0.0001","0.0000","0.1928","0.0615","0.0249","0.1044","1","0.5410","0.0542","0.1535","0.0270","0.0180","0.1831","0.0232","0.3812","0.0299","0.4297","0.0168","0.0113","0.1202","0.0109"
"2026-07-21T19:06:26.639Z","21/7/2026, 1:06:26 p.m.","Neutral","0.5597","0.5597","0.0541","0.1044","0.0225","0.0218","0.2114","0.0262","20","Hombre","0.7945","-0.1754","0.0442","-23.9","30.7","-5.0","0.4329","0.5404","0.2169","","0.1194","0.5981","Cliente","-0.2101","Activación negativa · tensión/enojo","Neutral","Neutral","0.4123","0.6984","1","1.0000","1.8916","0.00","0.9828","0.0005","0.0002","0.0047","0.0000","0.0001","0.0116","0","0.3413","0.0050","0.1567","0.0888","0.1091","0.0079","0.2913","1","0.5597","0.0541","0.1044","0.0225","0.0218","0.2114","0.0262","0.5232","0.0543","0.1911","0.0094","0.0307","0.1571","0.0343"
"2026-07-21T19:06:27.747Z","21/7/2026, 1:06:27 p.m.","Neutral","0.5635","0.5635","0.0653","0.1027","0.0250","0.0252","0.1604","0.0579","18","Hombre","0.9028","-0.1286","0.0615","-19.5","8.4","0.9","0.4731","0.5596","0.2337","","0.2150","0.7000","Cliente","-0.1936","Activación negativa · tensión/enojo","Neutral","Neutral","0.4357","0.6903","1","1.0000","1.9890","0.00","0.9877","0.0010","0.0059","0.0028","0.0000","0.0003","0.0022","0","0.6435","0.0001","0.0000","0.0892","0.0708","0.0074","0.1890","1","0.5635","0.0653","0.1027","0.0250","0.0252","0.1604","0.0579","0.3663","0.0509","0.4389","0.0129","0.0089","0.1052","0.0169"
"2026-07-21T19:06:28.778Z","21/7/2026, 1:06:28 p.m.","Neutral","0.4850","0.4850","0.0526","0.1250","0.0340","0.0169","0.2586","0.0279","26","Hombre","0.9178","-0.2227","0.0623","-18.6","3.9","0.4","0.4676","0.5527","0.2336","89","0.0515","0.3716","Cliente","-0.2131","Activación negativa · tensión/enojo","Neutral","Neutral","0.3886","0.5631","1","1.0000","2.0188","0.00","0.9873","0.0045","0.0009","0.0044","0.0000","0.0025","0.0004","0","0.7391","0.0004","0.0668","0.0294","0.0002","0.0073","0.1568","1","0.4850","0.0526","0.1250","0.0340","0.0169","0.2586","0.0279","0.2595","0.0296","0.4465","0.0160","0.0073","0.2382","0.0028"
"2026-07-21T19:06:29.889Z","21/7/2026, 1:06:29 p.m.","Neutral","0.5474","0.5474","0.0430","0.1226","0.0548","0.0140","0.1972","0.0210","22","Hombre","0.9251","-0.2048","0.0412","-19.5","3.5","0.5","0.4702","0.5479","0.2329","83","0.1379","0.6597","Cliente","-0.2340","Activación negativa · tensión/enojo","Neutral","Neutral","0.3976","0.8191","1","1.0000","1.9371","0.00","0.9815","0.0043","0.0087","0.0019","0.0000","0.0029","0.0007","0","0.6567","0.0002","0.0000","0.1691","0.0470","0.0224","0.1045","1","0.5474","0.0430","0.1226","0.0548","0.0140","0.1972","0.0210","0.4337","0.0268","0.3853","0.0347","0.0089","0.0965","0.0142"
"2026-07-21T19:06:31.033Z","21/7/2026, 1:06:31 p.m.","Neutral","0.5317","0.5317","0.0447","0.1347","0.0436","0.0175","0.2106","0.0173","27","Hombre","0.9144","-0.2163","0.0351","-20.9","2.7","3.0","0.4810","0.5499","0.2337","","0.1137","0.5525","Cliente","-0.2490","Activación negativa · tensión/enojo","Indiferente","Neutral","0.3918","0.7136","1","1.0000","1.9482","0.00","0.9916","0.0008","0.0042","0.0024","0.0000","0.0007","0.0003","0","0.6858","0.0002","0.0246","0.1203","0.0449","0.0191","0.1051","1","0.5317","0.0447","0.1347","0.0436","0.0175","0.2106","0.0173","0.3271","0.0313","0.4836","0.0157","0.0159","0.1159","0.0105"
"2026-07-21T19:06:32.184Z","21/7/2026, 1:06:32 p.m.","Neutral","0.5007","0.5007","0.0463","0.1540","0.0438","0.0180","0.2240","0.0132","20","Hombre","0.8748","-0.2382","0.0330","-21.9","2.0","2.6","0.4801","0.5562","0.2325","61","0.1375","0.5883","Cliente","-0.2596","Activación negativa · tensión/enojo","Indiferente","Neutral","0.3809","0.7296","1","1.0000","1.9887","0.00","0.9765","0.0018","0.0136","0.0036","0.0000","0.0038","0.0006","0","0.6731","0.0002","0.0199","0.1033","0.0604","0.0128","0.1302","1","0.5007","0.0463","0.1540","0.0438","0.0180","0.2240","0.0132","0.2668","0.0259","0.5173","0.0345","0.0096","0.1407","0.0053"
"2026-07-21T19:06:33.335Z","21/7/2026, 1:06:33 p.m.","Neutral","0.5043","0.5043","0.0481","0.1509","0.0408","0.0175","0.2241","0.0144","19","Hombre","0.9081","-0.2323","0.0331","-20.2","2.1","3.2","0.4814","0.5563","0.2339","","0.0360","0.3175","Cliente","-0.2729","Activación negativa · tensión/enojo","Indiferente","Neutral","0.3839","0.7510","1","1.0000","1.9823","0.00","0.9829","0.0003","0.0070","0.0076","0.0000","0.0006","0.0015","0","0.7450","0.0002","0.0914","0.0998","0.0000","0.0246","0.0389","1","0.5043","0.0481","0.1509","0.0408","0.0175","0.2241","0.0144","0.3379","0.0354","0.4836","0.0174","0.0119","0.1007","0.0132"
"2026-07-21T19:06:34.493Z","21/7/2026, 1:06:34 p.m.","Neutral","0.5516","0.5516","0.0518","0.1405","0.0466","0.0156","0.1755","0.0185","27","Hombre","0.8577","-0.1940","0.0252","-18.5","1.5","4.3","0.4849","0.5540","0.2365","","0.0543","0.3809","Cliente","-0.2625","Activación negativa · tensión/enojo","Indiferente","Neutral","0.4030","0.8855","1","1.0000","1.9391","0.00","0.9814","0.0002","0.0001","0.0125","0.0000","0.0023","0.0036","0","0.7220","0.0001","0.0760","0.0734","0.0106","0.0161","0.1018","1","0.5516","0.0518","0.1405","0.0466","0.0156","0.1755","0.0185","0.4996","0.0338","0.3189","0.0641","0.0088","0.0544","0.0204"
"2026-07-21T19:06:35.756Z","21/7/2026, 1:06:35 p.m.","Neutral","0.5762","0.5762","0.0510","0.1412","0.0372","0.0179","0.1552","0.0214","26","Hombre","0.8632","-0.1777","0.0133","-18.7","1.9","3.9","0.4840","0.5552","0.2362","","0.0362","0.3206","Cliente","-0.2433","Activación negativa · tensión/enojo","Indiferente","Neutral","0.4111","0.7513","1","1.0000","1.8921","0.00","0.9972","0.0010","0.0000","0.0010","0.0000","0.0005","0.0004","0","0.7637","0.0001","0.0797","0.0844","0.0000","0.0215","0.0507","1","0.5762","0.0510","0.1412","0.0372","0.0179","0.1552","0.0214","0.3861","0.0310","0.4409","0.0203","0.0127","0.0943","0.0146"
"2026-07-21T19:06:36.925Z","21/7/2026, 1:06:36 p.m.","Neutral","0.5199","0.5199","0.0430","0.1404","0.0351","0.0162","0.2312","0.0142","23","Hombre","0.9093","-0.2292","0.0302","-19.0","2.6","3.6","0.4840","0.5607","0.2348","61","0.2187","0.7000","Cliente","-0.2435","Activación negativa · tensión/enojo","Indiferente","Neutral","0.3854","0.5422","1","1.0000","1.9251","0.00","0.9754","0.0013","0.0078","0.0096","0.0000","0.0051","0.0008","0","0.5761","0.0002","0.0017","0.0808","0.0785","0.0077","0.2549","1","0.5199","0.0430","0.1404","0.0351","0.0162","0.2312","0.0142","0.2499","0.0187","0.4184","0.0210","0.0091","0.2809","0.0021"
