archivo,edad_real,genero_real,edad_faceapi,error_faceapi,edad_human,error_human
"91_0_1_20170117194736477.jpg.chip.jpg","91","male","78.71182250976562","-12.29","29.2","-61.80"
"1_0_2_20161219194849659.jpg.chip.jpg","1","male","","","",""
"26_1_0_20170116192554607.jpg.chip.jpg","26","female","","","28.5","2.50"
"26_0_3_20170119180400891.jpg.chip.jpg","26","male","","","28.6","2.60"
"56_1_1_20170110153339650.jpg.chip.jpg","56","female","42.00913619995117","-13.99","29.2","-26.80"
"15_0_4_20170103201002253.jpg.chip.jpg","15","male","10.787461280822754","-4.21","28.9","13.90"
"12_1_0_20170109204815030.jpg.chip.jpg","12","female","12.374735832214355","0.37","12.6","0.60"
"8_1_0_20170109205258890.jpg.chip.jpg","8","female","6.699942588806152","-1.30","8.8","0.80"
"29_0_1_20170117103814669.jpg.chip.jpg","29","male","26.787097930908203","-2.21","29.4","0.40"
"4_0_0_20170110213151504.jpg.chip.jpg","4","male","","","8.8","4.80"
"75_0_2_20170113174659450.jpg.chip.jpg","75","male","66.73751831054688","-8.26","68.8","-6.20"
"28_1_4_20170117143635625.jpg.chip.jpg","28","female","","","29.4","1.40"
"30_0_3_20170117120456566.jpg.chip.jpg","30","male","","","38.7","8.70"
"28_1_1_20170113001920244.jpg.chip.jpg","28","female","","","28.8","0.80"
"32_0_3_20170119162959965.jpg.chip.jpg","32","male","","","28.6","-3.40"
"30_1_1_20170117125901915.jpg.chip.jpg","30","female","25.477298736572266","-4.52","29.5","-0.50"
"6_1_3_20170104222751249.jpg.chip.jpg","6","female","","","8.8","2.80"
"21_0_1_20170120133601830.jpg.chip.jpg","21","male","","","28.6","7.60"
"32_1_1_20170112215044104.jpg.chip.jpg","32","female","","","28.8","-3.20"
"90_0_0_20170111211415063.jpg.chip.jpg","90","male","","","75.4","-14.60"
"20_1_3_20170119153148521.jpg.chip.jpg","20","female","","","28.7","8.70"
"2_1_2_20161219212252310.jpg.chip.jpg","2","female","","","",""
"28_1_3_20170119204506255.jpg.chip.jpg","28","female","","","28.7","0.70"
"45_0_3_20170119195643531.jpg.chip.jpg","45","male","38.62320327758789","-6.38","38.5","-6.50"
"23_1_0_20170116221811019.jpg.chip.jpg","23","female","35.153099060058594","12.15","29.4","6.40"
"50_0_0_20170117091314400.jpg.chip.jpg","50","male","","","49.3","-0.70"
"34_1_2_20170104201443273.jpg.chip.jpg","34","female","","","29","-5.00"
"40_0_0_20170117182249476.jpg.chip.jpg","40","male","","","36.6","-3.40"
"60_1_0_20170113210605392.jpg.chip.jpg","60","female","67.8314437866211","7.83","68.9","8.90"
"31_1_1_20170103183224642.jpg.chip.jpg","31","female","","","28.9","-2.10"
"65_0_2_20170112223820339.jpg.chip.jpg","65","male","55.814491271972656","-9.19","39","-26.00"
"16_0_0_20170102234641453.jpg.chip.jpg","16","male","","","8.2","-7.80"
"37_1_0_20170109134008515.jpg.chip.jpg","37","female","","","29","-8.00"
"28_1_2_20170116161950375.jpg.chip.jpg","28","female","","","16.1","-11.90"
"37_0_3_20170104232806122.jpg.chip.jpg","37","male","39.72043228149414","2.72","28.6","-8.40"
"58_0_0_20170111171747496.jpg.chip.jpg","58","male","56.10738754272461","-1.89","54.8","-3.20"
"36_1_4_20170104204341444.jpg.chip.jpg","36","female","","","29.3","-6.70"
"32_1_1_20170117140929969.jpg.chip.jpg","32","female","","","28.6","-3.40"
"5_1_2_20161219193949523.jpg.chip.jpg","5","female","","","",""
"24_1_0_20170116220128735.jpg.chip.jpg","24","female","","","28.7","4.70"
"38_0_0_20170117131159850.jpg.chip.jpg","38","male","","","35.4","-2.60"
"1_0_2_20161219201319628.jpg.chip.jpg","1","male","0.813926100730896","-0.19","",""
"68_0_3_20170119184302094.jpg.chip.jpg","68","male","","","29.3","-38.70"
"30_0_0_20170117152404661.jpg.chip.jpg","30","male","","","28.5","-1.50"
"54_0_0_20170109012848473.jpg.chip.jpg","54","male","","","38.9","-15.10"
"28_1_2_20170116175301913.jpg.chip.jpg","28","female","","","16.3","-11.70"
"53_0_2_20170116192925824.jpg.chip.jpg","53","male","","","69.1","16.10"
"3_0_0_20170110211507718.jpg.chip.jpg","3","male","5.525146007537842","2.53","9.4","6.40"
"26_0_1_20170113152056920.jpg.chip.jpg","26","male","","","28.7","2.70"
"45_1_1_20170117001154223.jpg.chip.jpg","45","female","54.60392379760742","9.60","69","24.00"
"19_1_3_20170104231453195.jpg.chip.jpg","19","female","23.283159255981445","4.28","23.5","4.50"
"90_1_0_20170110182008441.jpg.chip.jpg","90","female","","","68.8","-21.20"
"47_0_0_20170117160016192.jpg.chip.jpg","47","male","","","39.2","-7.80"
"26_1_1_20170116023808283.jpg.chip.jpg","26","female","24.9107723236084","-1.09","29.4","3.40"
"57_0_3_20170119211315720.jpg.chip.jpg","57","male","","","39.1","-17.90"
"46_1_0_20170105172747597.jpg.chip.jpg","46","female","","","29.2","-16.80"
"35_0_1_20170116011302449.jpg.chip.jpg","35","male","","","23.5","-11.50"
"75_0_0_20170117174808021.jpg.chip.jpg","75","male","","","39.2","-35.80"
"70_0_1_20170117173252160.jpg.chip.jpg","70","male","","","68.9","-1.10"
"22_1_2_20170116162903793.jpg.chip.jpg","22","female","22.62413787841797","0.62","28.9","6.90"
"31_1_3_20170104235836460.jpg.chip.jpg","31","female","","","29.4","-1.60"
"45_0_3_20170117001109487.jpg.chip.jpg","45","male","38.024662017822266","-6.98","39.4","-5.60"
"65_1_0_20170117092234692.jpg.chip.jpg","65","female","66.00154876708984","1.00","29.1","-35.90"
"30_1_0_20170117181122764.jpg.chip.jpg","30","female","","","29.3","-0.70"
"5_0_2_20161219222232487.jpg.chip.jpg","5","male","","","",""
"29_0_3_20170119195114531.jpg.chip.jpg","29","male","","","28.6","-0.40"
"25_1_0_20170117141421609.jpg.chip.jpg","25","female","","","29.5","4.50"
"4_1_0_20170109204331818.jpg.chip.jpg","4","female","","","8.8","4.80"
"35_0_2_20170116173641544.jpg.chip.jpg","35","male","","","28.9","-6.10"
"24_1_3_20170104231937977.jpg.chip.jpg","24","female","","","28.6","4.60"
"11_0_0_20170103200509559.jpg.chip.jpg","11","male","13.244437217712402","2.24","28.9","17.90"
"24_1_3_20170119164716909.jpg.chip.jpg","24","female","22.689661026000977","-1.31","28.7","4.70"
"35_0_0_20170117172131883.jpg.chip.jpg","35","male","39.28433609008789","4.28","28.6","-6.40"
"27_1_1_20170114031455929.jpg.chip.jpg","27","female","16.9001407623291","-10.10","29.4","2.40"
"30_0_0_20170117152309069.jpg.chip.jpg","30","male","","","28.5","-1.50"
"21_0_4_20161223214821265.jpg.chip.jpg","21","male","","","4","-17.00"
"67_1_0_20170110180054361.jpg.chip.jpg","67","female","68.89774322509766","1.90","36.3","-30.70"
"27_0_3_20170119193230098.jpg.chip.jpg","27","male","","","28.7","1.70"
"68_0_1_20170111204337366.jpg.chip.jpg","68","male","","","38.8","-29.20"
"54_1_0_20170104235918548.jpg.chip.jpg","54","female","","","38.6","-15.40"
"25_1_3_20170104214624646.jpg.chip.jpg","25","female","","","28.6","3.60"
"62_0_1_20170112215357608.jpg.chip.jpg","62","male","45.89480972290039","-16.11","29.3","-32.70"
"70_0_3_20170119205313583.jpg.chip.jpg","70","male","","","29.2","-40.80"
"49_0_1_20170113184332336.jpg.chip.jpg","49","male","","","39.3","-9.70"
"49_1_3_20170109132625049.jpg.chip.jpg","49","female","47.48450469970703","-1.52","29.2","-19.80"
"75_0_0_20170117192234922.jpg.chip.jpg","75","male","","","29.2","-45.80"
"42_0_1_20170116205000015.jpg.chip.jpg","42","male","","","38.7","-3.30"
"25_0_0_20170116213542860.jpg.chip.jpg","25","male","22.961332321166992","-2.04","29.4","4.40"
"18_1_1_20170114030258171.jpg.chip.jpg","18","female","17.107072830200195","-0.89","28.6","10.60"
"41_0_1_20170116003552644.jpg.chip.jpg","41","male","","","35.5","-5.50"
"26_0_1_20170116181040400.jpg.chip.jpg","26","male","26.659040451049805","0.66","29.4","3.40"
"17_0_1_20170117170512970.jpg.chip.jpg","17","male","","","29.3","12.30"
"56_1_0_20170120140341104.jpg.chip.jpg","56","female","69.43099975585938","13.43","38.7","-17.30"
"26_0_0_20170116193305807.jpg.chip.jpg","26","male","","","29.3","3.30"
"42_0_0_20170117185738076.jpg.chip.jpg","42","male","52.092044830322266","10.09","44.4","2.40"
"96_1_2_20170110183043609.jpg.chip.jpg","96","female","","","69","-27.00"
"49_1_0_20170104204953660.jpg.chip.jpg","49","female","","","29.2","-19.80"
"10_0_0_20170110225444491.jpg.chip.jpg","10","male","8.063333511352539","-1.94","8.8","-1.20"
"20_1_1_20170112231738487.jpg.chip.jpg","20","female","","","28.6","8.60"
"27_1_3_20170117180032189.jpg.chip.jpg","27","female","","","28.7","1.70"
"28_1_1_20170117022228379.jpg.chip.jpg","28","female","","","29.4","1.40"
"23_1_1_20170114033456731.jpg.chip.jpg","23","female","23.893232345581055","0.89","28.5","5.50"
"34_1_3_20170105001226421.jpg.chip.jpg","34","female","","","29.3","-4.70"
"1_0_2_20161219200015132.jpg.chip.jpg","1","male","","","",""
"25_1_3_20170119171956657.jpg.chip.jpg","25","female","","","28.7","3.70"
"23_1_2_20170116172814255.jpg.chip.jpg","23","female","","","16.1","-6.90"
"30_0_3_20170117143052785.jpg.chip.jpg","30","male","","","28.6","-1.40"
"37_1_0_20170103182952754.jpg.chip.jpg","37","female","","","38.7","1.70"
"28_1_0_20170104165233241.jpg.chip.jpg","28","female","","","29.3","1.30"
"24_1_2_20170116162430984.jpg.chip.jpg","24","female","","","16.1","-7.90"
"24_1_2_20170116173436330.jpg.chip.jpg","24","female","","","29.1","5.10"
"2_1_2_20161219151944003.jpg.chip.jpg","2","female","","","",""
"24_1_2_20170116171642861.jpg.chip.jpg","24","female","25.254802703857422","1.25","16.1","-7.90"
"60_0_2_20170116174336830.jpg.chip.jpg","60","male","","","29.1","-30.90"
"32_0_1_20170113151009015.jpg.chip.jpg","32","male","","","28.7","-3.30"
"22_1_1_20170112231734479.jpg.chip.jpg","22","female","","","28.6","6.60"
"27_0_3_20170119152437615.jpg.chip.jpg","27","male","","","23.5","-3.50"
"26_0_1_20170113155022867.jpg.chip.jpg","26","male","33.001808166503906","7.00","28.6","2.60"
"41_0_1_20170117011534258.jpg.chip.jpg","41","male","26.970033645629883","-14.03","29.3","-11.70"
"23_0_1_20170113150913751.jpg.chip.jpg","23","male","26.264253616333008","3.26","28.6","5.60"
"51_0_0_20170117160746568.jpg.chip.jpg","51","male","","","29.3","-21.70"
"1_0_3_20161219224939056.jpg.chip.jpg","1","male","","","28.8","27.80"
"9_0_0_20170110220449969.jpg.chip.jpg","9","male","8.861676216125488","-0.14","13.4","4.40"
"39_1_3_20170104220213820.jpg.chip.jpg","39","female","","","29.2","-9.80"
"34_0_3_20170119200819270.jpg.chip.jpg","34","male","","","39.3","5.30"
"14_1_0_20170104011733528.jpg.chip.jpg","14","female","","","28.9","14.90"
"5_1_2_20161219160221254.jpg.chip.jpg","5","female","","","16.1","11.10"
"52_0_0_20170116233057278.jpg.chip.jpg","52","male","","","28.8","-23.20"
"42_0_1_20170113174159700.jpg.chip.jpg","42","male","","","28.6","-13.40"
"29_0_1_20170116205636712.jpg.chip.jpg","29","male","36.894962310791016","7.89","23.8","-5.20"
"26_0_2_20170116181352905.jpg.chip.jpg","26","male","","","28.7","2.70"
"24_1_3_20170104214534021.jpg.chip.jpg","24","female","","","29.5","5.50"
"45_0_1_20170116204403032.jpg.chip.jpg","45","male","50.63142395019531","5.63","38.7","-6.30"
"32_0_1_20170113151013735.jpg.chip.jpg","32","male","28.3475341796875","-3.65","28.7","-3.30"
"28_0_1_20170117170646824.jpg.chip.jpg","28","male","","","28.7","0.70"
"40_1_3_20170119165539693.jpg.chip.jpg","40","female","","","29.1","-10.90"
"21_0_2_20170116164809162.jpg.chip.jpg","21","male","","","28.8","7.80"
"43_1_3_20170119204557143.jpg.chip.jpg","43","female","","","29.3","-13.70"
"28_0_2_20170116165016235.jpg.chip.jpg","28","male","22.841094970703125","-5.16","16.4","-11.60"
"26_1_0_20170120134215383.jpg.chip.jpg","26","female","","","29.3","3.30"
"42_0_2_20170104204819596.jpg.chip.jpg","42","male","","","29","-13.00"
"24_1_2_20161219201505604.jpg.chip.jpg","24","female","17.70306968688965","-6.30","16.2","-7.80"
"62_0_0_20170104184818725.jpg.chip.jpg","62","male","","","68.9","6.90"
"25_1_2_20170116174823428.jpg.chip.jpg","25","female","","","16.2","-8.80"
"24_1_3_20170119171104872.jpg.chip.jpg","24","female","24.818601608276367","0.82","29.4","5.40"
"45_0_4_20170103235240356.jpg.chip.jpg","45","male","","","44.4","-0.60"
"27_1_3_20170104222326719.jpg.chip.jpg","27","female","","","29.4","2.40"
"32_0_2_20170116191428705.jpg.chip.jpg","32","male","","","39.2","7.20"
"40_1_0_20170117174753056.jpg.chip.jpg","40","female","","","36.4","-3.60"
"30_1_0_20170117122000135.jpg.chip.jpg","30","female","","","29.2","-0.80"
"31_1_1_20170112230640389.jpg.chip.jpg","31","female","","","28.9","-2.10"
"39_1_1_20170116012217327.jpg.chip.jpg","39","female","","","29.4","-9.60"
"54_0_3_20170119210122240.jpg.chip.jpg","54","male","","","29.3","-24.70"
"37_0_0_20170120221604091.jpg.chip.jpg","37","male","","","28.7","-8.30"
"56_1_0_20170104212444956.jpg.chip.jpg","56","female","65.20210266113281","9.20","69.1","13.10"
"38_1_1_20170116164329443.jpg.chip.jpg","38","female","","","29.4","-8.60"
"27_0_0_20170116205311022.jpg.chip.jpg","27","male","","","29.4","2.40"
"39_0_3_20170119184201286.jpg.chip.jpg","39","male","","","29.4","-9.60"
"26_1_1_20170112205853539.jpg.chip.jpg","26","female","","","28.9","2.90"
"60_1_1_20170113011821480.jpg.chip.jpg","60","female","","","28.9","-31.10"
"8_0_0_20170110220129114.jpg.chip.jpg","8","male","","","9.3","1.30"
"32_1_0_20170117121846946.jpg.chip.jpg","32","female","","","39","7.00"
"23_1_0_20170112234202903.jpg.chip.jpg","23","female","","","23.5","0.50"
"21_0_3_20170119154213179.jpg.chip.jpg","21","male","","","28.5","7.50"
"5_0_3_20161220220613177.jpg.chip.jpg","5","male","1.8051142692565918","-3.19","8.6","3.60"
"56_1_0_20170110180113129.jpg.chip.jpg","56","female","","","38.6","-17.40"
"35_0_0_20170117121726176.jpg.chip.jpg","35","male","","","28.4","-6.60"
"40_1_0_20170117091858010.jpg.chip.jpg","40","female","","","29.1","-10.90"
"46_0_0_20170117172149820.jpg.chip.jpg","46","male","57.32054901123047","11.32","47.6","1.60"
"6_1_4_20170119204208503.jpg.chip.jpg","6","female","","","9","3.00"
"22_1_0_20170114033329650.jpg.chip.jpg","22","female","","","29.6","7.60"
"40_0_4_20170117194620611.jpg.chip.jpg","40","male","","","39.4","-0.60"
"26_0_1_20170113145620590.jpg.chip.jpg","26","male","22.78426170349121","-3.22","23.6","-2.40"
"27_1_1_20170117013838382.jpg.chip.jpg","27","female","22.83852195739746","-4.16","23.5","-3.50"
"42_1_0_20170117121915102.jpg.chip.jpg","42","female","36.98197937011719","-5.02","39.2","-2.80"
"26_0_3_20170119183103830.jpg.chip.jpg","26","male","","","28.7","2.70"
"54_0_4_20170117204308977.jpg.chip.jpg","54","male","","","44.4","-9.60"
"26_1_1_20170116171823756.jpg.chip.jpg","26","female","25.44455337524414","-0.56","23.4","-2.60"
"20_1_0_20170117135500046.jpg.chip.jpg","20","female","","","29.4","9.40"
"8_1_0_20170109205031725.jpg.chip.jpg","8","female","","","8.4","0.40"
"32_0_1_20170113155305504.jpg.chip.jpg","32","male","29.425386428833008","-2.57","22.8","-9.20"
"52_0_3_20170119160357804.jpg.chip.jpg","52","male","","","28.9","-23.10"
"27_1_1_20170117193211345.jpg.chip.jpg","27","female","","","28.8","1.80"
"43_0_0_20170117171713186.jpg.chip.jpg","43","male","49.284542083740234","6.28","39.3","-3.70"
"23_1_2_20170116164541818.jpg.chip.jpg","23","female","","","16.1","-6.90"
"90_0_2_20170112224517852.jpg.chip.jpg","90","male","","","68.8","-21.20"
"40_1_1_20170113010421198.jpg.chip.jpg","40","female","31.67249870300293","-8.33","28.6","-11.40"
"58_0_3_20170119211704736.jpg.chip.jpg","58","male","","","34.2","-23.80"
"65_1_0_20170110160643907.jpg.chip.jpg","65","female","","","38.8","-26.20"
"26_1_3_20170117173846653.jpg.chip.jpg","26","female","","","29.4","3.40"
"28_0_3_20170117120957310.jpg.chip.jpg","28","male","","","38.7","10.70"
"35_1_0_20170116201540728.jpg.chip.jpg","35","female","","","29.2","-5.80"
"32_0_2_20170116190200837.jpg.chip.jpg","32","male","","","38.7","6.70"
"8_1_0_20170109202734214.jpg.chip.jpg","8","female","","","9.2","1.20"
"1_0_2_20161219194859803.jpg.chip.jpg","1","male","0.8201661109924316","-0.18","",""
"55_0_0_20170113185136832.jpg.chip.jpg","55","male","","","69.2","14.20"
"26_1_3_20170117153340356.jpg.chip.jpg","26","female","","","28.6","2.60"
"39_0_2_20170104204728132.jpg.chip.jpg","39","male","","","39.1","0.10"
"24_0_3_20170104230212395.jpg.chip.jpg","24","male","","","28.7","4.70"
"1_0_0_20170110213202543.jpg.chip.jpg","1","male","","","",""
"2_1_0_20161219190909739.jpg.chip.jpg","2","female","2.074155569076538","0.07","",""
"34_1_2_20170116191659122.jpg.chip.jpg","34","female","","","29.5","-4.50"
"51_0_3_20170119211842089.jpg.chip.jpg","51","male","","","28.9","-22.10"
"60_0_0_20170117160020104.jpg.chip.jpg","60","male","","","48.4","-11.60"
"29_1_1_20170117183625423.jpg.chip.jpg","29","female","","","29.3","0.30"
"47_1_1_20170112231603253.jpg.chip.jpg","47","female","","","29.3","-17.70"
"60_0_0_20170120222420751.jpg.chip.jpg","60","male","","","44.4","-15.60"
"56_0_0_20170120133932247.jpg.chip.jpg","56","male","","","29.1","-26.90"
"26_1_3_20170104222955855.jpg.chip.jpg","26","female","","","28.6","2.60"
"24_0_1_20170113132554696.jpg.chip.jpg","24","male","","","16.4","-7.60"
"48_0_3_20170119205259311.jpg.chip.jpg","48","male","","","38.6","-9.40"
"70_0_1_20170117194145056.jpg.chip.jpg","70","male","67.8314437866211","-2.17","68.9","-1.10"
"3_0_3_20161220221437315.jpg.chip.jpg","3","male","2.0601210594177246","-0.94","",""
"47_1_4_20170103234719420.jpg.chip.jpg","47","female","","","49.2","2.20"
"27_0_4_20170117010754780.jpg.chip.jpg","27","male","","","28.9","1.90"
"35_1_0_20170117182534670.jpg.chip.jpg","35","female","","","36.5","1.50"
"22_1_2_20170116172657692.jpg.chip.jpg","22","female","","","29.7","7.70"
"35_0_0_20170117180618449.jpg.chip.jpg","35","male","39.988365173339844","4.99","34.4","-0.60"
"36_1_1_20170113000218202.jpg.chip.jpg","36","female","23.195049285888672","-12.80","28.7","-7.30"
"39_0_3_20170105172840532.jpg.chip.jpg","39","male","","","38.8","-0.20"
"63_0_0_20170120225708577.jpg.chip.jpg","63","male","","","69.1","6.10"
"28_0_1_20170116200710476.jpg.chip.jpg","28","male","","","28.6","0.60"
"28_1_1_20170112211531805.jpg.chip.jpg","28","female","","","28.9","0.90"
"5_1_0_20170109192816278.jpg.chip.jpg","5","female","5.62549352645874","0.63","8.7","3.70"
"25_1_1_20170116223020576.jpg.chip.jpg","25","female","","","28.8","3.80"
"28_0_2_20170116214450969.jpg.chip.jpg","28","male","","","29","1.00"
"25_0_2_20170117195218570.jpg.chip.jpg","25","male","19.80289077758789","-5.20","16.5","-8.50"
"22_1_1_20170105002015683.jpg.chip.jpg","22","female","","","29.5","7.50"
"1_0_1_20170110213656556.jpg.chip.jpg","1","male","1.406721591949463","0.41","",""
"30_0_3_20170119144749349.jpg.chip.jpg","30","male","","","28.7","-1.30"
"25_0_3_20170104230227202.jpg.chip.jpg","25","male","","","28.6","3.60"
"27_1_1_20170112213529269.jpg.chip.jpg","27","female","","","28.6","1.60"
"1_0_2_20161219141529089.jpg.chip.jpg","1","male","1.1255830526351929","0.13","",""
"45_1_4_20170113011721570.jpg.chip.jpg","45","female","51.23827362060547","6.24","29.3","-15.70"
"35_0_3_20170104215607486.jpg.chip.jpg","35","male","","","34.3","-0.70"
"40_0_0_20170117135440354.jpg.chip.jpg","40","male","","","39.4","-0.60"
"24_1_0_20170103180601840.jpg.chip.jpg","24","female","","","28.6","4.60"
"58_0_0_20170104213007932.jpg.chip.jpg","58","male","","","38.7","-19.30"
"23_1_4_20170103212744381.jpg.chip.jpg","23","female","","","23.7","0.70"
"30_0_0_20170113011224350.jpg.chip.jpg","30","male","","","28.4","-1.60"
"32_0_1_20170116215755940.jpg.chip.jpg","32","male","","","33.3","1.30"
"63_1_3_20170109134308184.jpg.chip.jpg","63","female","","","29","-34.00"
"1_1_1_20161219155940125.jpg.chip.jpg","1","female","1.2735750675201416","0.27","",""
"24_1_4_20170117194842219.jpg.chip.jpg","24","female","","","28.4","4.40"
"60_1_0_20170110140725969.jpg.chip.jpg","60","female","63.31284713745117","3.31","48.8","-11.20"
"14_0_0_20170110225130741.jpg.chip.jpg","14","male","","","29.2","15.20"
"28_1_1_20170113012538431.jpg.chip.jpg","28","female","28.559932708740234","0.56","29.5","1.50"
"32_0_0_20170116235740282.jpg.chip.jpg","32","male","","","28.8","-3.20"
"26_0_1_20170116010019224.jpg.chip.jpg","26","male","","","24","-2.00"
"30_0_3_20170105164853052.jpg.chip.jpg","30","male","","","28.7","-1.30"
"25_1_0_20170119172023545.jpg.chip.jpg","25","female","","","36.3","11.30"
"45_1_0_20170105001254581.jpg.chip.jpg","45","female","52.151981353759766","7.15","38.7","-6.30"
"50_1_1_20170103182211471.jpg.chip.jpg","50","female","","","38.8","-11.20"
"64_0_0_20170120222952994.jpg.chip.jpg","64","male","65.9832534790039","1.98","39.1","-24.90"
"30_0_0_20170120134230135.jpg.chip.jpg","30","male","","","28.6","-1.40"
"70_0_0_20170117172906417.jpg.chip.jpg","70","male","71.16175079345703","1.16","69.2","-0.80"
"39_0_0_20170104205032348.jpg.chip.jpg","39","male","36.71666717529297","-2.28","34.6","-4.40"
"25_1_4_20161223230018963.jpg.chip.jpg","25","female","","","29.3","4.30"
"42_1_1_20170113012800201.jpg.chip.jpg","42","female","30.25204849243164","-11.75","29.4","-12.60"
"50_1_0_20170109012444348.jpg.chip.jpg","50","female","","","29.1","-20.90"
"25_1_0_20170117134837758.jpg.chip.jpg","25","female","21.27713394165039","-3.72","23.6","-1.40"
"24_1_2_20170104020306436.jpg.chip.jpg","24","female","","","28.7","4.70"
"30_0_4_20170117200730006.jpg.chip.jpg","30","male","31.966760635375977","1.97","28.5","-1.50"
"21_1_4_20170103225212711.jpg.chip.jpg","21","female","","","28.5","7.50"
"4_1_4_20161223231735684.jpg.chip.jpg","4","female","","","9.3","5.30"
"26_0_4_20170117195406973.jpg.chip.jpg","26","male","","","28.7","2.70"
"34_1_1_20170113000302889.jpg.chip.jpg","34","female","","","29.4","-4.60"
"88_1_0_20170120225747122.jpg.chip.jpg","88","female","85.57469177246094","-2.43","69.2","-18.80"
"49_1_0_20170111182452933.jpg.chip.jpg","49","female","","","36.4","-12.60"
"26_1_2_20170116184020867.jpg.chip.jpg","26","female","23.578231811523438","-2.42","16.3","-9.70"
"31_1_0_20170113002019668.jpg.chip.jpg","31","female","","","29.2","-1.80"
"28_1_1_20170117183617983.jpg.chip.jpg","28","female","","","29.5","1.50"
"71_1_0_20170110181315747.jpg.chip.jpg","71","female","69.66146087646484","-1.34","49.2","-21.80"
"42_0_0_20170117135611209.jpg.chip.jpg","42","male","","","39.2","-2.80"
"1_0_2_20161219205016902.jpg.chip.jpg","1","male","0.9749369621276855","-0.03","",""
"1_0_0_20170110212624891.jpg.chip.jpg","1","male","0.9392440915107727","-0.06","",""
"26_0_2_20170116210411437.jpg.chip.jpg","26","male","","","28.8","2.80"
"38_1_1_20170113001855604.jpg.chip.jpg","38","female","27.875171661376953","-10.12","28.7","-9.30"
"30_1_1_20170117123929050.jpg.chip.jpg","30","female","","","29.4","-0.60"
"29_1_3_20170109135815848.jpg.chip.jpg","29","female","","","28.5","-0.50"
"27_1_2_20170116171613640.jpg.chip.jpg","27","female","16.803407669067383","-10.20","29.5","2.50"
"51_0_0_20170105172830957.jpg.chip.jpg","51","male","","","29.1","-21.90"
"1_0_0_20161219192713491.jpg.chip.jpg","1","male","0.9863117337226868","-0.01","",""
"29_0_0_20170104201127146.jpg.chip.jpg","29","male","","","28.6","-0.40"
"77_0_2_20170112224733518.jpg.chip.jpg","77","male","","","38.8","-38.20"
"35_0_0_20170117171459931.jpg.chip.jpg","35","male","","","29.4","-5.60"
"26_1_2_20170104015741532.jpg.chip.jpg","26","female","21.226985931396484","-4.77","29.4","3.40"
"20_1_4_20161223230110540.jpg.chip.jpg","20","female","15.081503868103027","-4.92","28.8","8.80"
"58_0_3_20170119211646161.jpg.chip.jpg","58","male","","","69","11.00"
"37_0_1_20170117164405007.jpg.chip.jpg","37","male","49.982017517089844","12.98","38.8","1.80"
"35_0_1_20170116030445338.jpg.chip.jpg","35","male","32.8087158203125","-2.19","28.5","-6.50"
"54_0_3_20170119201240675.jpg.chip.jpg","54","male","","","34.4","-19.60"
